fragment_a,fragment_b,source_a,source_b,index_a,index_b,label
FRAG_001620,FRAG_000605,sample_zip_024.zip,sample_pdf_018.pdf,3,2,0
FRAG_000376,FRAG_000377,sample_pdf_007.pdf,sample_pdf_007.pdf,6,7,1
FRAG_000116,FRAG_000117,sample_jpeg_013.jpeg,sample_jpeg_013.jpeg,4,5,1
FRAG_001019,FRAG_001020,sample_png_025.png,sample_png_025.png,8,9,1
FRAG_000099,FRAG_000100,sample_jpeg_012.jpg,sample_jpeg_012.jpg,0,1,1
FRAG_000277,FRAG_000278,sample_pdf_002.pdf,sample_pdf_002.pdf,18,19,1
FRAG_001522,FRAG_001427,sample_zip_015.zip,sample_zip_007.zip,2,3,0
FRAG_001380,FRAG_001339,sample_zip_002.zip,sample_text_023.csv,0,2,0
FRAG_001186,FRAG_001218,sample_text_012.log,sample_text_015.json,12,13,0
FRAG_000288,FRAG_000978,sample_pdf_003.pdf,sample_png_021.png,8,4,0
FRAG_000017,FRAG_001160,sample_jpeg_002.jpeg,sample_text_011.json,3,13,0
FRAG_000291,FRAG_000292,sample_pdf_003.pdf,sample_pdf_003.pdf,11,12,1
FRAG_001324,FRAG_000202,sample_text_021.csv,sample_jpeg_023.jpeg,6,1,0
FRAG_000979,FRAG_000980,sample_png_021.png,sample_png_021.png,5,6,1
FRAG_000722,FRAG_000449,sample_pdf_022.pdf,sample_pdf_010.pdf,2,4,0
FRAG_000438,FRAG_000439,sample_pdf_009.pdf,sample_pdf_009.pdf,28,29,1
FRAG_000743,FRAG_000204,sample_pdf_023.pdf,sample_jpeg_023.jpeg,1,3,0
FRAG_000050,FRAG_000051,sample_jpeg_006.jpg,sample_jpeg_006.jpg,2,3,1
FRAG_000964,FRAG_000040,sample_png_019.png,sample_jpeg_004.jpeg,7,6,0
FRAG_000948,FRAG_000512,sample_png_018.png,sample_pdf_012.pdf,3,29,0
FRAG_000571,FRAG_000572,sample_pdf_016.pdf,sample_pdf_016.pdf,10,11,1
FRAG_001294,FRAG_001295,sample_text_019.txt,sample_text_019.txt,7,8,1
FRAG_001285,FRAG_001286,sample_text_018.csv,sample_text_018.csv,8,9,1
FRAG_000194,FRAG_000195,sample_jpeg_022.jpg,sample_jpeg_022.jpg,1,2,1
FRAG_001427,FRAG_001428,sample_zip_007.zip,sample_zip_007.zip,3,4,1
FRAG_001393,FRAG_001394,sample_zip_003.zip,sample_zip_003.zip,8,9,1
FRAG_000568,FRAG_001569,sample_pdf_016.pdf,sample_zip_019.zip,7,1,0
FRAG_001372,FRAG_000235,sample_zip_001.zip,sample_pdf_001.pdf,2,10,0
FRAG_000879,FRAG_000880,sample_png_009.png,sample_png_009.png,10,11,1
FRAG_001623,FRAG_001336,sample_zip_025.zip,sample_text_022.log,0,11,0
FRAG_000439,FRAG_000440,sample_pdf_009.pdf,sample_pdf_009.pdf,29,30,1
FRAG_000952,FRAG_000418,sample_png_018.png,sample_pdf_009.pdf,7,8,0
FRAG_000492,FRAG_000493,sample_pdf_012.pdf,sample_pdf_012.pdf,9,10,1
FRAG_000891,FRAG_000324,sample_png_011.png,sample_pdf_005.pdf,3,10,0
FRAG_000168,FRAG_000859,sample_jpeg_018.jpeg,sample_png_008.png,6,4,0
FRAG_000488,FRAG_001206,sample_pdf_012.pdf,sample_text_015.json,5,1,0
FRAG_000027,FRAG_000028,sample_jpeg_003.jpg,sample_jpeg_003.jpg,1,2,1
FRAG_000275,FRAG_000276,sample_pdf_002.pdf,sample_pdf_002.pdf,16,17,1
FRAG_000316,FRAG_000317,sample_pdf_005.pdf,sample_pdf_005.pdf,2,3,1
FRAG_000138,FRAG_000484,sample_jpeg_015.jpeg,sample_pdf_012.pdf,13,1,0
FRAG_000439,FRAG_001105,sample_pdf_009.pdf,sample_text_007.csv,29,7,0
FRAG_000234,FRAG_000235,sample_pdf_001.pdf,sample_pdf_001.pdf,9,10,1
FRAG_001021,FRAG_001022,sample_png_025.png,sample_png_025.png,10,11,1
FRAG_000218,FRAG_000219,sample_jpeg_025.jpg,sample_jpeg_025.jpg,4,5,1
FRAG_000551,FRAG_000552,sample_pdf_015.pdf,sample_pdf_015.pdf,2,3,1
FRAG_001216,FRAG_001217,sample_text_015.json,sample_text_015.json,11,12,1
FRAG_001175,FRAG_000829,sample_text_012.log,sample_png_005.png,1,2,0
FRAG_001228,FRAG_001229,sample_text_015.json,sample_text_015.json,23,24,1
FRAG_000060,FRAG_000095,sample_jpeg_008.jpeg,sample_jpeg_011.jpeg,1,3,0
FRAG_001193,FRAG_001132,sample_text_013.csv,sample_text_009.txt,5,4,0
FRAG_001414,FRAG_000513,sample_zip_006.zip,sample_pdf_012.pdf,4,30,0
FRAG_000072,FRAG_000073,sample_jpeg_009.jpeg,sample_jpeg_009.jpeg,2,3,1
FRAG_001087,FRAG_000441,sample_text_005.csv,sample_pdf_009.pdf,2,31,0
FRAG_000107,FRAG_000717,sample_jpeg_012.jpg,sample_pdf_021.pdf,8,9,0
FRAG_000573,FRAG_000574,sample_pdf_016.pdf,sample_pdf_016.pdf,12,13,1
FRAG_000656,FRAG_000657,sample_pdf_019.pdf,sample_pdf_019.pdf,23,24,1
FRAG_001499,FRAG_001500,sample_zip_013.zip,sample_zip_013.zip,9,10,1
FRAG_001145,FRAG_001369,sample_text_010.log,sample_text_025.log,6,11,0
FRAG_001135,FRAG_001136,sample_text_009.txt,sample_text_009.txt,7,8,1
FRAG_000870,FRAG_000871,sample_png_009.png,sample_png_009.png,1,2,1
FRAG_000778,FRAG_000779,sample_pdf_025.pdf,sample_pdf_025.pdf,10,11,1
FRAG_000518,FRAG_000979,sample_pdf_013.pdf,sample_png_021.png,0,5,0
FRAG_001576,FRAG_001577,sample_zip_020.zip,sample_zip_020.zip,0,1,1
FRAG_000210,FRAG_000211,sample_jpeg_024.jpeg,sample_jpeg_024.jpeg,5,6,1
FRAG_000333,FRAG_000334,sample_pdf_005.pdf,sample_pdf_005.pdf,19,20,1
FRAG_001106,FRAG_001012,sample_text_007.csv,sample_png_025.png,8,1,0
FRAG_001631,FRAG_000082,sample_zip_025.zip,sample_jpeg_010.jpg,8,4,0
FRAG_000149,FRAG_000020,sample_jpeg_017.jpg,sample_jpeg_002.jpeg,1,6,0
FRAG_000476,FRAG_000477,sample_pdf_011.pdf,sample_pdf_011.pdf,23,24,1
FRAG_000093,FRAG_000094,sample_jpeg_011.jpeg,sample_jpeg_011.jpeg,1,2,1
FRAG_001040,FRAG_000548,sample_text_001.json,sample_pdf_014.pdf,15,21,0
FRAG_001414,FRAG_000759,sample_zip_006.zip,sample_pdf_024.pdf,4,4,0
FRAG_001561,FRAG_001562,sample_zip_018.zip,sample_zip_018.zip,3,4,1
FRAG_001041,FRAG_000165,sample_text_001.json,sample_jpeg_018.jpeg,16,3,0
FRAG_000667,FRAG_000668,sample_pdf_019.pdf,sample_pdf_019.pdf,34,35,1
FRAG_000102,FRAG_001381,sample_jpeg_012.jpg,sample_zip_002.zip,3,1,0
FRAG_000726,FRAG_000868,sample_pdf_022.pdf,sample_png_008.png,6,13,0
FRAG_000353,FRAG_000354,sample_pdf_006.pdf,sample_pdf_006.pdf,5,6,1
FRAG_000663,FRAG_000509,sample_pdf_019.pdf,sample_pdf_012.pdf,30,26,0
FRAG_000272,FRAG_000273,sample_pdf_002.pdf,sample_pdf_002.pdf,13,14,1
FRAG_000876,FRAG_001149,sample_png_009.png,sample_text_011.json,7,2,0
FRAG_000055,FRAG_000850,sample_jpeg_007.jpg,sample_png_007.png,2,4,0
FRAG_001023,FRAG_001024,sample_png_025.png,sample_png_025.png,12,13,1
FRAG_000961,FRAG_000906,sample_png_019.png,sample_png_013.png,4,3,0
FRAG_000832,FRAG_000745,sample_png_005.png,sample_pdf_023.pdf,5,3,0
FRAG_000461,FRAG_000462,sample_pdf_011.pdf,sample_pdf_011.pdf,8,9,1
FRAG_000314,FRAG_000623,sample_pdf_005.pdf,sample_pdf_018.pdf,0,20,0
FRAG_000783,FRAG_000784,sample_pdf_025.pdf,sample_pdf_025.pdf,15,16,1
FRAG_001240,FRAG_000975,sample_text_016.json,sample_png_021.png,2,1,0
FRAG_000665,FRAG_001591,sample_pdf_019.pdf,sample_zip_021.zip,32,2,0
FRAG_000256,FRAG_000584,sample_pdf_001.pdf,sample_pdf_017.pdf,31,1,0
FRAG_000688,FRAG_000689,sample_pdf_020.pdf,sample_pdf_020.pdf,15,16,1
FRAG_001030,FRAG_001031,sample_text_001.json,sample_text_001.json,5,6,1
FRAG_001636,FRAG_000358,sample_zip_025.zip,sample_pdf_006.pdf,13,10,0
FRAG_001077,FRAG_000842,sample_text_004.json,sample_png_006.png,10,7,0
FRAG_000242,FRAG_000243,sample_pdf_001.pdf,sample_pdf_001.pdf,17,18,1
FRAG_000349,FRAG_000350,sample_pdf_006.pdf,sample_pdf_006.pdf,1,2,1
FRAG_000297,FRAG_000786,sample_pdf_003.pdf,sample_pdf_025.pdf,17,18,0
FRAG_001291,FRAG_001292,sample_text_019.txt,sample_text_019.txt,4,5,1
FRAG_000903,FRAG_000946,sample_png_013.png,sample_png_018.png,0,1,0
FRAG_001313,FRAG_000697,sample_text_020.txt,sample_pdf_020.pdf,11,24,0
FRAG_001135,FRAG_001173,sample_text_009.txt,sample_text_011.json,7,26,0
FRAG_000450,FRAG_000451,sample_pdf_010.pdf,sample_pdf_010.pdf,5,6,1
FRAG_000171,FRAG_000172,sample_jpeg_019.jpg,sample_jpeg_019.jpg,1,2,1
FRAG_000515,FRAG_000516,sample_pdf_012.pdf,sample_pdf_012.pdf,32,33,1
FRAG_000598,FRAG_000599,sample_pdf_017.pdf,sample_pdf_017.pdf,15,16,1
FRAG_001000,FRAG_001001,sample_png_023.png,sample_png_023.png,4,5,1
FRAG_000905,FRAG_000708,sample_png_013.png,sample_pdf_021.pdf,2,0,0
FRAG_000714,FRAG_000715,sample_pdf_021.pdf,sample_pdf_021.pdf,6,7,1
FRAG_000597,FRAG_000067,sample_pdf_017.pdf,sample_jpeg_008.jpeg,14,8,0
FRAG_000882,FRAG_000360,sample_png_010.png,sample_pdf_006.pdf,1,12,0
FRAG_000953,FRAG_001433,sample_png_018.png,sample_zip_008.zip,8,1,0
FRAG_000862,FRAG_000863,sample_png_008.png,sample_png_008.png,7,8,1
FRAG_001293,FRAG_000121,sample_text_019.txt,sample_jpeg_014.jpeg,6,0,0
FRAG_000160,FRAG_000642,sample_jpeg_017.jpg,sample_pdf_019.pdf,12,9,0
FRAG_000690,FRAG_000691,sample_pdf_020.pdf,sample_pdf_020.pdf,17,18,1
FRAG_000537,FRAG_000331,sample_pdf_014.pdf,sample_pdf_005.pdf,10,17,0
FRAG_001018,FRAG_000587,sample_png_025.png,sample_pdf_017.pdf,7,4,0
FRAG_000829,FRAG_001417,sample_png_005.png,sample_zip_006.zip,2,7,0
FRAG_000522,FRAG_000523,sample_pdf_013.pdf,sample_pdf_013.pdf,4,5,1
FRAG_000295,FRAG_000296,sample_pdf_003.pdf,sample_pdf_003.pdf,15,16,1
FRAG_001633,FRAG_001064,sample_zip_025.zip,sample_text_003.log,10,5,0
FRAG_000959,FRAG_000960,sample_png_019.png,sample_png_019.png,2,3,1
FRAG_000143,FRAG_000144,sample_jpeg_016.jpeg,sample_jpeg_016.jpeg,3,4,1
FRAG_001253,FRAG_001254,sample_text_016.json,sample_text_016.json,15,16,1
FRAG_001307,FRAG_001308,sample_text_020.txt,sample_text_020.txt,5,6,1
FRAG_000172,FRAG_000173,sample_jpeg_019.jpg,sample_jpeg_019.jpg,2,3,1
FRAG_001184,FRAG_001040,sample_text_012.log,sample_text_001.json,10,15,0
FRAG_001427,FRAG_001497,sample_zip_007.zip,sample_zip_013.zip,3,7,0
FRAG_001486,FRAG_001410,sample_zip_012.zip,sample_zip_006.zip,4,0,0
FRAG_000301,FRAG_000302,sample_pdf_003.pdf,sample_pdf_003.pdf,21,22,1
FRAG_001118,FRAG_001119,sample_text_008.json,sample_text_008.json,10,11,1
FRAG_000220,FRAG_000221,sample_jpeg_025.jpg,sample_jpeg_025.jpg,6,7,1
FRAG_001282,FRAG_001283,sample_text_018.csv,sample_text_018.csv,5,6,1
FRAG_000195,FRAG_000196,sample_jpeg_022.jpg,sample_jpeg_022.jpg,2,3,1
FRAG_000697,FRAG_000570,sample_pdf_020.pdf,sample_pdf_016.pdf,24,9,0
FRAG_001013,FRAG_001014,sample_png_025.png,sample_png_025.png,2,3,1
FRAG_000816,FRAG_000817,sample_png_004.png,sample_png_004.png,1,2,1
FRAG_000502,FRAG_000974,sample_pdf_012.pdf,sample_png_021.png,19,0,0
FRAG_001552,FRAG_001553,sample_zip_017.zip,sample_zip_017.zip,8,9,1
FRAG_000908,FRAG_000909,sample_png_013.png,sample_png_013.png,5,6,1
FRAG_001150,FRAG_001151,sample_text_011.json,sample_text_011.json,3,4,1
FRAG_001239,FRAG_000432,sample_text_016.json,sample_pdf_009.pdf,1,22,0
FRAG_001012,FRAG_000275,sample_png_025.png,sample_pdf_002.pdf,1,16,0
FRAG_000511,FRAG_000512,sample_pdf_012.pdf,sample_pdf_012.pdf,28,29,1
FRAG_001307,FRAG_000477,sample_text_020.txt,sample_pdf_011.pdf,5,24,0
FRAG_000024,FRAG_000536,sample_jpeg_002.jpeg,sample_pdf_014.pdf,10,9,0
FRAG_000586,FRAG_000732,sample_pdf_017.pdf,sample_pdf_022.pdf,3,12,0
FRAG_001589,FRAG_000842,sample_zip_021.zip,sample_png_006.png,0,7,0
FRAG_001295,FRAG_001056,sample_text_019.txt,sample_text_002.txt,8,13,0
FRAG_000321,FRAG_000322,sample_pdf_005.pdf,sample_pdf_005.pdf,7,8,1
FRAG_000137,FRAG_000138,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,12,13,1
FRAG_001087,FRAG_001088,sample_text_005.csv,sample_text_005.csv,2,3,1
FRAG_001014,FRAG_001224,sample_png_025.png,sample_text_015.json,3,19,0
FRAG_000525,FRAG_000526,sample_pdf_013.pdf,sample_pdf_013.pdf,7,8,1
FRAG_001171,FRAG_001172,sample_text_011.json,sample_text_011.json,24,25,1
FRAG_000456,FRAG_000457,sample_pdf_011.pdf,sample_pdf_011.pdf,3,4,1
FRAG_001195,FRAG_000294,sample_text_013.csv,sample_pdf_003.pdf,7,14,0
FRAG_000674,FRAG_000675,sample_pdf_020.pdf,sample_pdf_020.pdf,1,2,1
FRAG_001612,FRAG_001613,sample_zip_023.zip,sample_zip_023.zip,2,3,1
FRAG_000412,FRAG_000271,sample_pdf_009.pdf,sample_pdf_002.pdf,2,12,0
FRAG_000868,FRAG_000567,sample_png_008.png,sample_pdf_016.pdf,13,6,0
FRAG_001100,FRAG_000017,sample_text_007.csv,sample_jpeg_002.jpeg,2,3,0
FRAG_001456,FRAG_001457,sample_zip_010.zip,sample_zip_010.zip,1,2,1
FRAG_000430,FRAG_001373,sample_pdf_009.pdf,sample_zip_001.zip,20,3,0
FRAG_000408,FRAG_000788,sample_pdf_008.pdf,sample_pdf_025.pdf,18,20,0
FRAG_000733,FRAG_000734,sample_pdf_022.pdf,sample_pdf_022.pdf,13,14,1
FRAG_001343,FRAG_000680,sample_text_024.txt,sample_pdf_020.pdf,2,7,0
FRAG_000021,FRAG_000022,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,7,8,1
FRAG_001438,FRAG_001125,sample_zip_008.zip,sample_text_008.json,6,17,0
FRAG_000750,FRAG_001088,sample_pdf_023.pdf,sample_text_005.csv,8,3,0
FRAG_000584,FRAG_000324,sample_pdf_017.pdf,sample_pdf_005.pdf,1,10,0
FRAG_001407,FRAG_001408,sample_zip_005.zip,sample_zip_005.zip,6,7,1
FRAG_001124,FRAG_001459,sample_text_008.json,sample_zip_010.zip,16,4,0
FRAG_001198,FRAG_001199,sample_text_014.txt,sample_text_014.txt,1,2,1
FRAG_000514,FRAG_000515,sample_pdf_012.pdf,sample_pdf_012.pdf,31,32,1
FRAG_001422,FRAG_001006,sample_zip_006.zip,sample_png_024.png,12,0,0
FRAG_000901,FRAG_000902,sample_png_012.png,sample_png_012.png,4,5,1
FRAG_000496,FRAG_000956,sample_pdf_012.pdf,sample_png_018.png,13,11,0
FRAG_000015,FRAG_000016,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,1,2,1
FRAG_000338,FRAG_000339,sample_pdf_005.pdf,sample_pdf_005.pdf,24,25,1
FRAG_000541,FRAG_000542,sample_pdf_014.pdf,sample_pdf_014.pdf,14,15,1
FRAG_000385,FRAG_001062,sample_pdf_007.pdf,sample_text_003.log,15,3,0
FRAG_000147,FRAG_001248,sample_jpeg_016.jpeg,sample_text_016.json,7,10,0
FRAG_001338,FRAG_000975,sample_text_023.csv,sample_png_021.png,1,1,0
FRAG_001538,FRAG_001578,sample_zip_016.zip,sample_zip_020.zip,8,2,0
FRAG_001625,FRAG_001626,sample_zip_025.zip,sample_zip_025.zip,2,3,1
FRAG_000793,FRAG_000765,sample_pdf_025.pdf,sample_pdf_024.pdf,25,10,0
FRAG_001222,FRAG_000131,sample_text_015.json,sample_jpeg_015.jpeg,17,6,0
FRAG_000450,FRAG_000284,sample_pdf_010.pdf,sample_pdf_003.pdf,5,4,0
FRAG_000742,FRAG_000038,sample_pdf_023.pdf,sample_jpeg_004.jpeg,0,4,0
FRAG_001306,FRAG_001307,sample_text_020.txt,sample_text_020.txt,4,5,1
FRAG_000806,FRAG_000807,sample_png_002.png,sample_png_002.png,3,4,1
FRAG_000800,FRAG_000963,sample_png_001.png,sample_png_019.png,4,6,0
FRAG_000535,FRAG_000536,sample_pdf_014.pdf,sample_pdf_014.pdf,8,9,1
FRAG_001376,FRAG_001377,sample_zip_001.zip,sample_zip_001.zip,6,7,1
FRAG_000564,FRAG_000502,sample_pdf_016.pdf,sample_pdf_012.pdf,3,19,0
FRAG_000666,FRAG_000667,sample_pdf_019.pdf,sample_pdf_019.pdf,33,34,1
FRAG_001248,FRAG_000408,sample_text_016.json,sample_pdf_008.pdf,10,18,0
FRAG_001245,FRAG_001246,sample_text_016.json,sample_text_016.json,7,8,1
FRAG_000078,FRAG_001356,sample_jpeg_010.jpg,sample_text_024.txt,0,15,0
FRAG_000445,FRAG_000446,sample_pdf_010.pdf,sample_pdf_010.pdf,0,1,1
FRAG_000964,FRAG_000586,sample_png_019.png,sample_pdf_017.pdf,7,3,0
FRAG_000018,FRAG_000019,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,4,5,1
FRAG_000356,FRAG_001131,sample_pdf_006.pdf,sample_text_009.txt,8,3,0
FRAG_001143,FRAG_001566,sample_text_010.log,sample_zip_018.zip,4,8,0
FRAG_000198,FRAG_000199,sample_jpeg_022.jpg,sample_jpeg_022.jpg,5,6,1
FRAG_000716,FRAG_000717,sample_pdf_021.pdf,sample_pdf_021.pdf,8,9,1
FRAG_000683,FRAG_000658,sample_pdf_020.pdf,sample_pdf_019.pdf,10,25,0
FRAG_000558,FRAG_000578,sample_pdf_015.pdf,sample_pdf_016.pdf,9,17,0
FRAG_000637,FRAG_001129,sample_pdf_019.pdf,sample_text_009.txt,4,1,0
FRAG_000621,FRAG_000622,sample_pdf_018.pdf,sample_pdf_018.pdf,18,19,1
FRAG_000943,FRAG_000717,sample_png_017.png,sample_pdf_021.pdf,4,9,0
FRAG_001028,FRAG_001029,sample_text_001.json,sample_text_001.json,3,4,1
FRAG_001065,FRAG_001103,sample_text_003.log,sample_text_007.csv,6,5,0
FRAG_000158,FRAG_000159,sample_jpeg_017.jpg,sample_jpeg_017.jpg,10,11,1
FRAG_000881,FRAG_000882,sample_png_010.png,sample_png_010.png,0,1,1
FRAG_000735,FRAG_000768,sample_pdf_022.pdf,sample_pdf_025.pdf,15,0,0
FRAG_000152,FRAG_000636,sample_jpeg_017.jpg,sample_pdf_019.pdf,4,3,0
FRAG_001141,FRAG_001142,sample_text_010.log,sample_text_010.log,2,3,1
FRAG_000517,FRAG_000663,sample_pdf_012.pdf,sample_pdf_019.pdf,34,30,0
FRAG_000494,FRAG_000495,sample_pdf_012.pdf,sample_pdf_012.pdf,11,12,1
FRAG_000107,FRAG_001314,sample_jpeg_012.jpg,sample_text_020.txt,8,12,0
FRAG_000985,FRAG_000761,sample_png_021.png,sample_pdf_024.pdf,11,6,0
FRAG_001406,FRAG_000222,sample_zip_005.zip,sample_jpeg_025.jpg,5,8,0
FRAG_001491,FRAG_001492,sample_zip_013.zip,sample_zip_013.zip,1,2,1
FRAG_001111,FRAG_001112,sample_text_008.json,sample_text_008.json,3,4,1
FRAG_000271,FRAG_000272,sample_pdf_002.pdf,sample_pdf_002.pdf,12,13,1
FRAG_000372,FRAG_000294,sample_pdf_007.pdf,sample_pdf_003.pdf,2,14,0
FRAG_001261,FRAG_001262,sample_text_016.json,sample_text_016.json,23,24,1
FRAG_000178,FRAG_000179,sample_jpeg_019.jpg,sample_jpeg_019.jpg,8,9,1
FRAG_000323,FRAG_000117,sample_pdf_005.pdf,sample_jpeg_013.jpeg,9,5,0
FRAG_000409,FRAG_001239,sample_pdf_008.pdf,sample_text_016.json,19,1,0
FRAG_000930,FRAG_000699,sample_png_016.png,sample_pdf_020.pdf,3,26,0
FRAG_000146,FRAG_001408,sample_jpeg_016.jpeg,sample_zip_005.zip,6,7,0
FRAG_001525,FRAG_001514,sample_zip_015.zip,sample_zip_014.zip,5,11,0
FRAG_000916,FRAG_000917,sample_png_014.png,sample_png_014.png,5,6,1
FRAG_001178,FRAG_000606,sample_text_012.log,sample_pdf_018.pdf,4,3,0
FRAG_000704,FRAG_000705,sample_pdf_020.pdf,sample_pdf_020.pdf,31,32,1
FRAG_000496,FRAG_000497,sample_pdf_012.pdf,sample_pdf_012.pdf,13,14,1
FRAG_000185,FRAG_001260,sample_jpeg_020.jpg,sample_text_016.json,3,22,0
FRAG_001451,FRAG_001452,sample_zip_009.zip,sample_zip_009.zip,7,8,1
FRAG_001509,FRAG_000210,sample_zip_014.zip,sample_jpeg_024.jpeg,6,5,0
FRAG_001582,FRAG_001583,sample_zip_020.zip,sample_zip_020.zip,6,7,1
FRAG_001577,FRAG_000637,sample_zip_020.zip,sample_pdf_019.pdf,1,4,0
FRAG_000488,FRAG_000571,sample_pdf_012.pdf,sample_pdf_016.pdf,5,10,0
FRAG_001222,FRAG_001223,sample_text_015.json,sample_text_015.json,17,18,1
FRAG_000082,FRAG_000083,sample_jpeg_010.jpg,sample_jpeg_010.jpg,4,5,1
FRAG_001397,FRAG_000512,sample_zip_004.zip,sample_pdf_012.pdf,2,29,0
FRAG_001537,FRAG_000952,sample_zip_016.zip,sample_png_018.png,7,7,0
FRAG_000533,FRAG_000777,sample_pdf_014.pdf,sample_pdf_025.pdf,6,9,0
FRAG_000399,FRAG_000400,sample_pdf_008.pdf,sample_pdf_008.pdf,9,10,1
FRAG_000337,FRAG_000338,sample_pdf_005.pdf,sample_pdf_005.pdf,23,24,1
FRAG_001180,FRAG_000780,sample_text_012.log,sample_pdf_025.pdf,6,12,0
FRAG_000840,FRAG_000841,sample_png_006.png,sample_png_006.png,5,6,1
FRAG_000796,FRAG_000797,sample_png_001.png,sample_png_001.png,0,1,1
FRAG_001043,FRAG_001044,sample_text_002.txt,sample_text_002.txt,0,1,1
FRAG_000106,FRAG_000107,sample_jpeg_012.jpg,sample_jpeg_012.jpg,7,8,1
FRAG_000539,FRAG_000540,sample_pdf_014.pdf,sample_pdf_014.pdf,12,13,1
FRAG_001390,FRAG_001169,sample_zip_003.zip,sample_text_011.json,5,22,0
FRAG_000203,FRAG_000204,sample_jpeg_023.jpeg,sample_jpeg_023.jpeg,2,3,1
FRAG_001500,FRAG_000270,sample_zip_013.zip,sample_pdf_002.pdf,10,11,0
FRAG_001009,FRAG_001010,sample_png_024.png,sample_png_024.png,3,4,1
FRAG_000509,FRAG_000510,sample_pdf_012.pdf,sample_pdf_012.pdf,26,27,1
FRAG_000457,FRAG_000458,sample_pdf_011.pdf,sample_pdf_011.pdf,4,5,1
FRAG_000749,FRAG_001547,sample_pdf_023.pdf,sample_zip_017.zip,7,3,0
FRAG_000689,FRAG_000690,sample_pdf_020.pdf,sample_pdf_020.pdf,16,17,1
FRAG_001631,FRAG_001632,sample_zip_025.zip,sample_zip_025.zip,8,9,1
FRAG_000255,FRAG_000960,sample_pdf_001.pdf,sample_png_019.png,30,3,0
FRAG_001077,FRAG_000915,sample_text_004.json,sample_png_014.png,10,4,0
FRAG_000274,FRAG_000980,sample_pdf_002.pdf,sample_png_021.png,15,6,0
FRAG_001596,FRAG_001597,sample_zip_021.zip,sample_zip_021.zip,7,8,1
FRAG_001593,FRAG_001068,sample_zip_021.zip,sample_text_004.json,4,1,0
FRAG_000623,FRAG_000175,sample_pdf_018.pdf,sample_jpeg_019.jpg,20,5,0
FRAG_000700,FRAG_001570,sample_pdf_020.pdf,sample_zip_019.zip,27,2,0
FRAG_001163,FRAG_001164,sample_text_011.json,sample_text_011.json,16,17,1
FRAG_000672,FRAG_000178,sample_pdf_019.pdf,sample_jpeg_019.jpg,39,8,0
FRAG_001203,FRAG_001204,sample_text_014.txt,sample_text_014.txt,6,7,1
FRAG_000933,FRAG_000660,sample_png_016.png,sample_pdf_019.pdf,6,27,0
FRAG_001484,FRAG_001485,sample_zip_012.zip,sample_zip_012.zip,2,3,1
FRAG_000135,FRAG_000136,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,10,11,1
FRAG_000521,FRAG_000522,sample_pdf_013.pdf,sample_pdf_013.pdf,3,4,1
FRAG_001545,FRAG_000463,sample_zip_017.zip,sample_pdf_011.pdf,1,10,0
FRAG_000543,FRAG_001334,sample_pdf_014.pdf,sample_text_022.log,16,9,0
FRAG_000837,FRAG_000239,sample_png_006.png,sample_pdf_001.pdf,2,14,0
FRAG_000564,FRAG_001279,sample_pdf_016.pdf,sample_text_018.csv,3,2,0
FRAG_001147,FRAG_001148,sample_text_011.json,sample_text_011.json,0,1,1
FRAG_001536,FRAG_001537,sample_zip_016.zip,sample_zip_016.zip,6,7,1
FRAG_000509,FRAG_000243,sample_pdf_012.pdf,sample_pdf_001.pdf,26,18,0
FRAG_000717,FRAG_000718,sample_pdf_021.pdf,sample_pdf_021.pdf,9,10,1
FRAG_000053,FRAG_000054,sample_jpeg_007.jpg,sample_jpeg_007.jpg,0,1,1
FRAG_000605,FRAG_000606,sample_pdf_018.pdf,sample_pdf_018.pdf,2,3,1
FRAG_000059,FRAG_000060,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,0,1,1
FRAG_000528,FRAG_000529,sample_pdf_014.pdf,sample_pdf_014.pdf,1,2,1
FRAG_000769,FRAG_000770,sample_pdf_025.pdf,sample_pdf_025.pdf,1,2,1
FRAG_001366,FRAG_001367,sample_text_025.log,sample_text_025.log,8,9,1
FRAG_000251,FRAG_000252,sample_pdf_001.pdf,sample_pdf_001.pdf,26,27,1
FRAG_000453,FRAG_000449,sample_pdf_011.pdf,sample_pdf_010.pdf,0,4,0
FRAG_000246,FRAG_000016,sample_pdf_001.pdf,sample_jpeg_002.jpeg,21,2,0
FRAG_000572,FRAG_000720,sample_pdf_016.pdf,sample_pdf_022.pdf,11,0,0
FRAG_000385,FRAG_000386,sample_pdf_007.pdf,sample_pdf_007.pdf,15,16,1
FRAG_001080,FRAG_001081,sample_text_004.json,sample_text_004.json,13,14,1
FRAG_000264,FRAG_000265,sample_pdf_002.pdf,sample_pdf_002.pdf,5,6,1
FRAG_000875,FRAG_000641,sample_png_009.png,sample_pdf_019.pdf,6,8,0
FRAG_001048,FRAG_000237,sample_text_002.txt,sample_pdf_001.pdf,5,12,0
FRAG_001371,FRAG_001372,sample_zip_001.zip,sample_zip_001.zip,1,2,1
FRAG_000298,FRAG_000299,sample_pdf_003.pdf,sample_pdf_003.pdf,18,19,1
